3.097613213808073640e-01,3.181082955686860836e-01,3.217858538430895532e-01,3.197032761867419359e-01
3.261906342802537440e-01,3.259357804766563893e-01,3.865616167472727405e-01,3.045985230315513270e-01
3.299018698520020942e-01,3.370330491470011625e-01,3.718780606478065964e-01,3.275429730144819307e-01
3.536878095763759111e-01,3.581096962492637537e-01,3.875235484332790747e-01,3.573141328703574038e-01
3.669444740048991571e-01,3.737804032597480397e-01,3.729270279664026466e-01,4.087192892019084756e-01
3.966848065816426794e-01,3.886716681973176879e-01,4.275241263039594175e-01,4.030335992577165349e-01
4.095248015878827919e-01,4.213260213445464419e-01,4.094792450059316913e-01,4.198573104579550463e-01
4.326452743579456972e-01,4.166372127762287825e-01,4.186982934965655656e-01,4.185380960790637817e-01
3.089525206226342302e-01,2.987766877296508250e-01,3.105220415798359834e-01,3.200343163487011644e-01
2.961031201503239729e-01,3.201448246780968510e-01,3.147501775893647991e-01,3.596490628591741956e-01
3.313526907672045829e-01,2.941044978330963344e-01,3.090252052925875903e-01,3.737892760633144129e-01
3.423172994900684774e-02,1.961714474288337451e-01,3.264130038126670796e-01,3.947444121080470048e-01
3.523157939010874706e-01,2.921166957209936355e-01,3.303501279248314271e-01,4.279550758318740877e-01
3.508474239559515317e-01,3.889412875379043011e-01,3.883682877814016443e-01,4.334359458376557672e-01
4.023183051461166615e-01,4.136921632877036403e-01,4.672068728094598278e-01,4.046453180296394891e-01
4.252962998271637707e-01,4.549454066146497722e-01,4.436376792860383667e-01,4.410249457854312771e-01
2.578987295085355957e-01,2.145173808089347323e-01,2.506682358871206717e-01,3.065283563174863168e-01
2.306176623971072093e-01,1.918322975977372058e-01,2.399583754467398689e-01,2.789409391364245927e-01
2.140730889331287912e-01,7.937847304085607347e-02,6.091515779472092551e-02,4.948833318299447614e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.446726236887585781e-02,1.538207575521552579e-02,1.917704241336038173e-01,2.325941321674896561e-02
5.710043733212925854e-02,1.196428124915404623e-01,1.896009734807654057e-01,4.009104511210359600e-01
3.595828385635118085e-01,3.625639411945247303e-01,4.707309907805629634e-01,3.635540166383289251e-01
5.062803988912647490e-01,4.360710092291544271e-01,4.566830893468918351e-01,4.582424316333211234e-01
1.916313909672499038e-01,1.900269129635909771e-01,1.819269455137276226e-01,2.828054622290844811e-01
1.289035920337869012e-01,1.241759546269722847e-01,2.424503466350835246e-01,1.375296872618711197e-01
2.080894732138509895e-01,7.248403631506675215e-02,7.465305210921580059e-02,8.943769918340251091e-02
4.198329746925241919e-03,3.031536321122885180e-02,2.220339370078872054e-03,6.388306877759576674e-03
1.525785225417523872e-01,1.733007283999105086e-02,1.608187232732620139e-02,6.311945491543438994e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800027707996050275e-01,8.669013593287380748e-02,5.371286224330096282e-01,1.086957709211572448e-01
5.215981800874189833e-01,4.791526044928419159e-01,6.937752439116839920e-01,4.359771542430369573e-01
2.418967120713502728e-01,1.736015953669316214e-01,1.584368801837012231e-01,1.724063709109487363e-01
2.966955142183941990e-02,4.647816233533703240e-02,2.603357497040431623e-02,2.593274881983858582e-01
1.048910737413583649e-01,1.591031582695961273e-03,5.790933713173398653e-04,3.617400210142218513e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.466251261312642412e-02,9.637910008782171745e-02,1.894741188124772213e-01,7.937640763070364855e-03
2.355065830539567265e-02,1.252752983131402709e-01,4.021447142860770652e-02,2.393555417052141421e-02
1.278331912095729828e-01,1.090844190871839980e-01,8.723214890281665024e-02,5.070087030493517499e-01
5.266375311088260514e-01,4.973762181906499769e-01,7.898252491184780677e-01,5.260256963677085729e-01
2.202652612713850711e-01,7.330782916154263140e-02,7.945049607678440762e-02,2.175547274810760157e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.039680401719487323e-04,2.422813535653267625e-02,1.768088245928468632e-04,6.838836595718367477e-05
1.480801460373478221e-02,6.298107907555962511e-03,1.534963369790207609e-02,5.197450135110417979e-02
3.439943116748757357e-02,2.359970822927134892e-02,1.341539852117396014e-02,8.727055375972696608e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.506953521798903628e-02,5.202337542984561969e-01,8.444998309970986883e-01,2.174886696988780066e-01
2.014301975575891190e-01,7.305155871003565782e-02,3.715063582130615633e-02,1.051852639615681873e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.531569577490620931e-04,4.774579107676520844e-04,3.792505712138845297e-02,4.573373745038586749e-03
6.058851416857751089e-03,1.232881937838879597e-04,5.208160702844811521e-05,1.030578894989042334e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.745479757806535923e-03,2.958904592757600972e-04,4.312091261446412971e-02,1.624290413022471064e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.353963542368388895e-01,7.104636622993778516e-01,9.493509604990378881e-01,7.832821991295255692e-01
1.826080777897283181e-01,1.296410238709329588e-01,1.332370804452512048e-01,1.290479236801363727e-01
3.660653881062309739e-02,1.495121375899343685e-01,5.779742714664803070e-03,4.689459719942752625e-02
9.215131283362046344e-02,3.095574005060385079e-03,3.949793201347231997e-02,6.970123615331088110e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.533922830003265916e-03,6.778404081486838484e-02,5.578683252834599690e-03,8.277182878287648454e-03
1.133661820557325117e-01,1.191445101140499035e-01,1.172837800223928695e-01,1.409916624762348469e-01
2.946696853358382606e-01,5.240711209880358767e-01,4.180363552630494972e-01,2.673966984669080560e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
